filename,character,id,description
JX.S2.E5.C43 Jinx Vi Warwick Isha hug.mp4,Jinx,JX.S2.E5.C43,Jinx Vi Warwick Isha hug
JC.S2.E5.C44 Jayce released from arcane; kills Salo.mp4,Jayce,JC.S2.E5.C44,Jayce released from arcane; kills Salo
VT.S2.E6.C01 Viktor looks inside Jayce.mp4,Viktor,VT.S2.E6.C01,Viktor looks inside Jayce
PO.S2.E6.C02 Noxus fleet.mp4,Piltover,PO.S2.E6.C02,Noxus fleet
CL.S2.E6.C03 Caitlyn trains with Ambessa.mp4,Caitlyn,CL.S2.E6.C03,Caitlyn trains with Ambessa
JX.S2.E6.C04 Jinx gang go see Viktor.mp4,Jinx,JX.S2.E6.C04,Jinx gang go see Viktor
ZN.S2.E6.C05 Zaun Commune.mp4,Zaun,ZN.S2.E6.C05,Zaun Commune
VT.S2.E6.C06 Viktor tries to heal Warwick.mp4,Viktor,VT.S2.E6.C06,Viktor tries to heal Warwick
VT.S2.E6.C07 Viktor talks to Vi Jinx.mp4,Viktor,VT.S2.E6.C07,Viktor talks to Vi Jinx
VT.S2.E6.C08 Viktor healing Warwick.mp4,Viktor,VT.S2.E6.C08,Viktor healing Warwick
VT.S2.E6.C09 Viktor explores Vander mind.mp4,Viktor,VT.S2.E6.C09,Viktor explores Vander mind
VD.S2.E6.C10 Vander and Vi mom.mp4,Vander,VD.S2.E6.C10,Vander and Vi mom
VI.S2.E6.C11 Vi wants Jinx to stay at commune.mp4,Vi,VI.S2.E6.C11,Vi wants Jinx to stay at commune
ZN.S2.E6.C12 Noxus arrives at commune.mp4,Zaun,ZN.S2.E6.C12,Noxus arrives at commune
XX.S2.E6.C13 Singed remeets with Viktor.mp4,Singed,XX.S2.E6.C13,Singed remeets with Viktor
VI.S2.E6.C14 Vi remeets Caitlyn.mp4,Vi,VI.S2.E6.C14,Vi remeets Caitlyn
ZN.S2.E6.C15 Noxian prepares to invade Commune.mp4,Zaun,ZN.S2.E6.C15,Noxian prepares to invade Commune
JX.S2.E6.C16 Jinx cherishes Isha.mp4,Jinx,JX.S2.E6.C16,Jinx cherishes Isha
VI.S2.E6.C17 Vi plays Ambessa.mp4,Vi,VI.S2.E6.C17,Vi plays Ambessa
VI.S2.E6.C18 Vi vs Ambessa.mp4,Vi,VI.S2.E6.C18,Vi vs Ambessa
JC.S2.E6.C19 Jayce attacks Commune.mp4,Jayce,JC.S2.E6.C19,Jayce attacks Commune
CL.S2.E6.C20 Caitlyn betrays Singed.mp4,Caitlyn,CL.S2.E6.C20,Caitlyn betrays Singed
JC.S2.E6.C21 Jayce tweaks out.mp4,Jayce,JC.S2.E6.C21,Jayce tweaks out
JC.S2.E6.C22 Jayce kills Viktor.mp4,Jayce,JC.S2.E6.C22,Jayce kills Viktor
CL.S2.E6.C23 Caitlyn Jinx Warwick vs Riktus.mp4,Caitlyn,CL.S2.E6.C23,Caitlyn Jinx Warwick vs Riktus
JX.S2.E6.C24 Jinx Vi Warwick family reunion.mp4,Jinx,JX.S2.E6.C24,Jinx Vi Warwick family reunion
ZN.S2.E6.C25 Commune implodes.mp4,Zaun,ZN.S2.E6.C25,Commune implodes
JC.S2.E6.C26 Jayce leaves after ending Commune.mp4,Jayce,JC.S2.E6.C26,Jayce leaves after ending Commune
VT.S2.E6.C27 Viktor killed by Jayce.mp4,Viktor,VT.S2.E6.C27,Viktor killed by Jayce
ZN.S2.E6.C28 Commune war.mp4,Zaun,ZN.S2.E6.C28,Commune war
JX.S2.E6.C29 Jinx watches Isha die.mp4,Jinx,JX.S2.E6.C29,Jinx watches Isha die
IS.S2.E6.C30 Isha sacrifices herself.mp4,Isha,IS.S2.E6.C30,Isha sacrifices herself
JX.S2.E6.C31 Jinx and Isha flashback.mp4,Jinx,JX.S2.E6.C31,Jinx and Isha flashback
EK.S2.E7.C01 Ekko alt uni.mp4,Ekko,EK.S2.E7.C01,Ekko alt uni
EK.S2.E7.C02 Ekko transported by anomoly.mp4,Ekko,EK.S2.E7.C02,Ekko transported by anomoly
EK.S2.E7.C03 Ekko confused in AU.mp4,Ekko,EK.S2.E7.C03,Ekko confused in AU
EK.S2.E7.C04 Ekko sees Powder.mp4,Ekko,EK.S2.E7.C04,Ekko sees Powder
EK.S2.E7.C05 Ekko hugs Benzo.mp4,Ekko,EK.S2.E7.C05,Ekko hugs Benzo
EK.S2.E7.C06 Ekko sees last drop.mp4,Ekko,EK.S2.E7.C06,Ekko sees last drop
EK.S2.E7.C07 Ekko talks to Powder.mp4,Ekko,EK.S2.E7.C07,Ekko talks to Powder
AU.S2.E7.C08 AU Mylo Claggor.mp4,AU,AU.S2.E7.C08,AU Mylo Claggor
EK.S2.E7.C09 Ekko talks to heimerdinger in AU.mp4,Ekko,EK.S2.E7.C09,Ekko talks to heimerdinger in AU
JC.S2.E7.C10 Jayce sees destroyed Piltover.mp4,Jayce,JC.S2.E7.C10,Jayce sees destroyed Piltover
EK.S2.E7.C11 Ekko and Powder see dead Vi.mp4,Ekko,EK.S2.E7.C11,Ekko and Powder see dead Vi
EK.S2.E7.C12 Ekko sees AU Piltover.mp4,Ekko,EK.S2.E7.C12,Ekko sees AU Piltover
EK.S2.E7.C13 Ekko retrives hexcrystals.mp4,Ekko,EK.S2.E7.C13,Ekko retrives hexcrystals
JC.S2.E7.C14 Jayce wanders through wasteland.mp4,Jayce,JC.S2.E7.C14,Jayce wanders through wasteland
AU.S2.E7.C15 AU Vi dies.mp4,AU,AU.S2.E7.C15,AU Vi dies
EK.S2.E7.C16 Ekko in AU Piltover.mp4,Ekko,EK.S2.E7.C16,Ekko in AU Piltover
JC.S2.E7.C17 Jayce tweaks and falls.mp4,Jayce,JC.S2.E7.C17,Jayce tweaks and falls
EK.S2.E7.C18 Ekko talks to Heim about hextech.mp4,Ekko,EK.S2.E7.C18,Ekko talks to Heim about hextech
JC.S2.E7.C19 Jayce survives.mp4,Jayce,JC.S2.E7.C19,Jayce survives
JC.S2.E7.C20 Jayce climbs out.mp4,Jayce,JC.S2.E7.C20,Jayce climbs out
EK.S2.E7.C21 Ekko reconciles with Powder.mp4,Ekko,EK.S2.E7.C21,Ekko reconciles with Powder
JC.S2.E7.C22 Jayce wasteland survivor.mp4,Jayce,JC.S2.E7.C22,Jayce wasteland survivor
EK.S2.E7.C23 Ekko Powder Heim reinvent anomoly.mp4,Ekko,EK.S2.E7.C23,Ekko Powder Heim reinvent anomoly
EK.S2.E7.C24 Ekko discovers time travel.mp4,Ekko,EK.S2.E7.C24,Ekko discovers time travel
JC.S2.E7.C25 Jayce climbs corrupted hexgate.mp4,Jayce,JC.S2.E7.C25,Jayce climbs corrupted hexgate
EK.S2.E7.C26 Ekko says goodbyes to AU.mp4,Ekko,EK.S2.E7.C26,Ekko says goodbyes to AU
EK.S2.E7.C27 Ekko Powder dance.mp4,Ekko,EK.S2.E7.C27,Ekko Powder dance
EK.S2.E7.C28 Ekko Powder kiss.mp4,Ekko,EK.S2.E7.C28,Ekko Powder kiss
JC.S2.E7.C29 Jayce climbs to top.mp4,Jayce,JC.S2.E7.C29,Jayce climbs to top
AU.S2.E7.C30 Powder notices glitches.mp4,AU,AU.S2.E7.C30,Powder notices glitches
EK.S2.E7.C31 Ekko Heim go back.mp4,Ekko,EK.S2.E7.C31,Ekko Heim go back
JC.S2.E7.C32 Jayce meets mage; gets sent back.mp4,Jayce,JC.S2.E7.C32,Jayce meets mage; gets sent back
EK.S2.E7.C33 Ekko Heim portal goes wrong.mp4,Ekko,EK.S2.E7.C33,Ekko Heim portal goes wrong
JC.S2.E7.C34 Jayce teleported.mp4,Jayce,JC.S2.E7.C34,Jayce teleported
HM.S2.E7.C35 Heimerdinger dies.mp4,Heimerdinger,HM.S2.E7.C35,Heimerdinger dies
EK.S2.E7.C36 Ekko teleports back.mp4,Ekko,EK.S2.E7.C36,Ekko teleports back
AU.S2.E7.C37 Powder visits Vi alone.mp4,AU,AU.S2.E7.C37,Powder visits Vi alone
ML.S2.E8.C01 Mel awakens magic.mp4,Mel,ML.S2.E8.C01,Mel awakens magic
ML.S2.E8.C02 Mel talks to illusionist.mp4,Mel,ML.S2.E8.C02,Mel talks to illusionist
ML.S2.E8.C03 Mel learns about Ambessa.mp4,Mel,ML.S2.E8.C03,Mel learns about Ambessa
ML.S2.E8.C04 Mel joins Black Rose; lone mage.mp4,Mel,ML.S2.E8.C04,Mel joins Black Rose; lone mage
AB.S2.E8.C05 Ambessa mourns Riktus.mp4,Ambessa,AB.S2.E8.C05,Ambessa mourns Riktus
XX.S2.E8.C06 Singed revives Viktor.mp4,Singed,XX.S2.E8.C06,Singed revives Viktor
VT.S2.E8.C07 Viktor allies with Ambessa.mp4,Viktor,VT.S2.E8.C07,Viktor allies with Ambessa
VI.S2.E8.C08 Vi nightmare; wakes up.mp4,Vi,VI.S2.E8.C08,Vi nightmare; wakes up
CL.S2.E8.C09 Caitlyn plans with Maddie.mp4,Caitlyn,CL.S2.E8.C09,Caitlyn plans with Maddie
CL.S2.E8.C10 Caitlyn tells Vi Jinx arrested.mp4,Caitlyn,CL.S2.E8.C10,Caitlyn tells Vi Jinx arrested
CL.S2.E8.C11 Caitlyn visits Jinx.mp4,Caitlyn,CL.S2.E8.C11,Caitlyn visits Jinx
ML.S2.E8.C12 Mel returns to Piltover.mp4,Mel,ML.S2.E8.C12,Mel returns to Piltover
JC.S2.E8.C13 Jayce meets Mel mage.mp4,Jayce,JC.S2.E8.C13,Jayce meets Mel mage
ML.S2.E8.C14 Mel and Jayce argue.mp4,Mel,ML.S2.E8.C14,Mel and Jayce argue
JC.S2.E8.C15 Jayce talks to Viktor robot.mp4,Jayce,JC.S2.E8.C15,Jayce talks to Viktor robot
ML.S2.E8.C16 Mel and Jayce vs Viktor.mp4,Mel,ML.S2.E8.C16,Mel and Jayce vs Viktor
JX.S2.E8.C17 Jinx sees Silco in cell.mp4,Jinx,JX.S2.E8.C17,Jinx sees Silco in cell
VI.S2.E8.C18 Vi frees Jinx and betrayed.mp4,Vi,VI.S2.E8.C18,Vi frees Jinx and betrayed
ML.S2.E8.C19 Mel tells Jayce about magic.mp4,Mel,ML.S2.E8.C19,Mel tells Jayce about magic
JC.S2.E8.C20 Jayce unites Piltover for war.mp4,Jayce,JC.S2.E8.C20,Jayce unites Piltover for war
PO.S2.E8.C21 Piltover civilians flee.mp4,Piltover,PO.S2.E8.C21,Piltover civilians flee
ZN.S2.E8.C22 Zaun joins war effort.mp4,Zaun,ZN.S2.E8.C22,Zaun joins war effort
JC.S2.E8.C23 Jayce prepares at Hexgate.mp4,Jayce,JC.S2.E8.C23,Jayce prepares at Hexgate
CL.S2.E8.C24 Caitvi sex.mp4,Caitlyn,CL.S2.E8.C24,Caitvi sex
ML.S2.E8.C25 Mel pleads to Ambessa for peace.mp4,Mel,ML.S2.E8.C25,Mel pleads to Ambessa for peace
AB.S2.E8.C26 Ambessa shows Mel glorious evolution.mp4,Ambessa,AB.S2.E8.C26,Ambessa shows Mel glorious evolution
XX.S2.E8.C27 Singed prepares to revive Viktor.mp4,Singed,XX.S2.E8.C27,Singed prepares to revive Viktor
VT.S2.E8.C28 Viktor sacrifices Skye.mp4,Viktor,VT.S2.E8.C28,Viktor sacrifices Skye
WW.S2.E8.C29 Warwick dies.mp4,Warwick,WW.S2.E8.C29,Warwick dies
VT.S2.E8.C30 Viktor takes chemicals.mp4,Viktor,VT.S2.E8.C30,Viktor takes chemicals
VT.S2.E8.C31 Viktor resurrects.mp4,Viktor,VT.S2.E8.C31,Viktor resurrects
ZN.S2.E8.C32 Commune evolves.mp4,Zaun,ZN.S2.E8.C32,Commune evolves
WW.S2.E8.C33 Warwick revives.mp4,Warwick,WW.S2.E8.C33,Warwick revives
AB.S2.E8.C34 Ambessa tricks Piltover.mp4,Ambessa,AB.S2.E8.C34,Ambessa tricks Piltover
JX.S2.E9.C01 Jinx depressed.mp4,Jinx,JX.S2.E9.C01,Jinx depressed
JX.S2.E9.C02 Jinx cuts hair.mp4,Jinx,JX.S2.E9.C02,Jinx cuts hair
JX.S2.E9.C03 Jinx burns everything.mp4,Jinx,JX.S2.E9.C03,Jinx burns everything
ZN.S2.E9.C04 Zaun burns.mp4,Zaun,ZN.S2.E9.C04,Zaun burns
JX.S2.E9.C05 Jinx blows up.mp4,Jinx,JX.S2.E9.C05,Jinx blows up
EK.S2.E9.C06 Ekko talks to Jinx.mp4,Ekko,EK.S2.E9.C06,Ekko talks to Jinx
PO.S2.E9.C07 Piltover prepares for war.mp4,Piltover,PO.S2.E9.C07,Piltover prepares for war
PO.S2.E9.C08 Piltover defense team plans.mp4,Piltover,PO.S2.E9.C08,Piltover defense team plans
VI.S2.E9.C09 Vi saves enforcer Jinxer.mp4,Vi,VI.S2.E9.C09,Vi saves enforcer Jinxer
NS.S2.E9.C10 Noxus attacks Piltover.mp4,Noxians,NS.S2.E9.C10,Noxus attacks Piltover
ML.S2.E9.C11 Mel commands army.mp4,Mel,ML.S2.E9.C11,Mel commands army
LR.S2.E9.C12 Loris uses Hextech ballista.mp4,Loris,LR.S2.E9.C12,Loris uses Hextech ballista
AB.S2.E9.C13 Ambessa charges into Piltover.mp4,Ambessa,AB.S2.E9.C13,Ambessa charges into Piltover
CL.S2.E9.C14 Caitlyn shoots Ambessa.mp4,Caitlyn,CL.S2.E9.C14,Caitlyn shoots Ambessa
AB.S2.E9.C15 Ambessa signals second wave.mp4,Ambessa,AB.S2.E9.C15,Ambessa signals second wave
NS.S2.E9.C16 Noxians deploy Viktor.mp4,Noxians,NS.S2.E9.C16,Noxians deploy Viktor
VI.S2.E9.C17 Vi fights shimmer Noxians.mp4,Vi,VI.S2.E9.C17,Vi fights shimmer Noxians
CL.S2.E9.C18 Caitlyn joins war.mp4,Caitlyn,CL.S2.E9.C18,Caitlyn joins war
LR.S2.E9.C19 Loris dies.mp4,Loris,LR.S2.E9.C19,Loris dies
EF.S2.E9.C20 Enforcers use grey in war.mp4,Enforcers,EF.S2.E9.C20,Enforcers use grey in war
CL.S2.E9.C21 Caitlyn fights Noxians.mp4,Caitlyn,CL.S2.E9.C21,Caitlyn fights Noxians
EF.S2.E9.C22 Enforcer Steb plants bomb.mp4,Enforcers,EF.S2.E9.C22,Enforcer Steb plants bomb
CL.S2.E9.C23 Caitlyn defeated.mp4,Caitlyn,CL.S2.E9.C23,Caitlyn defeated
EF.S2.E9.C24 Enforcers lose war.mp4,Enforcers,EF.S2.E9.C24,Enforcers lose war
MD.S2.E9.C25 Maddie betrays Caitlyn for Ambessa.mp4,Maddie,MD.S2.E9.C25,Maddie betrays Caitlyn for Ambessa
CL.S2.E9.C26 Caitlyn struggles; Maddie shoots her and dies.mp4,Caitlyn,CL.S2.E9.C26,Caitlyn struggles; Maddie shoots her and dies
ML.S2.E9.C27 Mel enters war against Ambessa.mp4,Mel,ML.S2.E9.C27,Mel enters war against Ambessa
PO.S2.E9.C28 Piltover war pauses; Jinx arrives.mp4,Piltover,PO.S2.E9.C28,Piltover war pauses; Jinx arrives
JX.S2.E9.C29 Jinx joins war.mp4,Jinx,JX.S2.E9.C29,Jinx joins war
EK.S2.E9.C30 Ekko and Firelights join war.mp4,Ekko,EK.S2.E9.C30,Ekko and Firelights join war
ZN.S2.E9.C31 Zaun joins war.mp4,Zaun,ZN.S2.E9.C31,Zaun joins war
EF.S2.E9.C32 Enforcers rejoin war.mp4,Enforcers,EF.S2.E9.C32,Enforcers rejoin war
VI.S2.E9.C33 Vi saved by Jinx.mp4,Vi,VI.S2.E9.C33,Vi saved by Jinx
EF.S2.E9.C34 Enforcer uses Hextech Ballista.mp4,Enforcers,EF.S2.E9.C34,Enforcer uses Hextech Ballista
ML.S2.E9.C35 Mel uses magic.mp4,Mel,ML.S2.E9.C35,Mel uses magic
JC.S2.E9.C36 Jayce shuts down Hexcore.mp4,Jayce,JC.S2.E9.C36,Jayce shuts down Hexcore
VT.S2.E9.C37 Viktor glorious evolution introduction.mp4,Viktor,VT.S2.E9.C37,Viktor glorious evolution introduction
PO.S2.E9.C38 Robots take over Piltover.mp4,Piltover,PO.S2.E9.C38,Robots take over Piltover
WW.S2.E9.C39 Warwick evolution; attacks Vi and Jinx.mp4,Warwick,WW.S2.E9.C39,Warwick evolution; attacks Vi and Jinx
ML.S2.E9.C40 Mel and Caitlyn stand against Ambessa.mp4,Mel,ML.S2.E9.C40,Mel and Caitlyn stand against Ambessa
AB.S2.E9.C41 Ambessa fights Caitlyn Mel.mp4,Ambessa,AB.S2.E9.C41,Ambessa fights Caitlyn Mel
VT.S2.E9.C42 Viktor restores Hexgate.mp4,Viktor,VT.S2.E9.C42,Viktor restores Hexgate
CL.S2.E9.C43 Caitlyn loses against Ambessa.mp4,Caitlyn,CL.S2.E9.C43,Caitlyn loses against Ambessa
ML.S2.E9.C44 Mel defeats Ambessa; betrays Black Rose; Ambessa dies.mp4,Mel,ML.S2.E9.C44,Mel defeats Ambessa; betrays Black Rose; Ambessa dies
VI.S2.E9.C45 Vi and Ekko help Jinx fight Warwick; crashes.mp4,Vi,VI.S2.E9.C45,Vi and Ekko help Jinx fight Warwick; crashes
VI.S2.E9.C46 Vi and Jinx team up.mp4,Vi,VI.S2.E9.C46,Vi and Jinx team up
VT.S2.E9.C47 Viktor flies up.mp4,Viktor,VT.S2.E9.C47,Viktor flies up
VI.S2.E9.C48 Vi and Jinx vs Warwick.mp4,Vi,VI.S2.E9.C48,Vi and Jinx vs Warwick
JC.S2.E9.C49 Jayce and Viktor fight in the air.mp4,Jayce,JC.S2.E9.C49,Jayce and Viktor fight in the air
JC.S2.E9.C50 Jayce loses against Viktor.mp4,Jayce,JC.S2.E9.C50,Jayce loses against Viktor
VT.S2.E9.C51 Viktor takes over Piltover.mp4,Viktor,VT.S2.E9.C51,Viktor takes over Piltover
JC.S2.E9.C52 Jayce gets brainwashed.mp4,Jayce,JC.S2.E9.C52,Jayce gets brainwashed
JC.S2.E9.C53 Jayce enters Glorious Evolution.mp4,Jayce,JC.S2.E9.C53,Jayce enters Glorious Evolution
VT.S2.E9.C54 Viktor gains ultimate power.mp4,Viktor,VT.S2.E9.C54,Viktor gains ultimate power
JC.S2.E9.C55 Jayce pleads to Viktor.mp4,Jayce,JC.S2.E9.C55,Jayce pleads to Viktor
EK.S2.E9.C56 Ekko last stand against Viktor.mp4,Ekko,EK.S2.E9.C56,Ekko last stand against Viktor
VT.S2.E9.C57 Viktor takes over Jayce.mp4,Viktor,VT.S2.E9.C57,Viktor takes over Jayce
EK.S2.E9.C58 Ekko rewinds time.mp4,Ekko,EK.S2.E9.C58,Ekko rewinds time
EK.S2.E9.C59 Ekko throws anomoly at Viktor.mp4,Ekko,EK.S2.E9.C59,Ekko throws anomoly at Viktor
VT.S2.E9.C60 Viktor loses control.mp4,Viktor,VT.S2.E9.C60,Viktor loses control
JC.S2.E9.C61 Jayce shows Viktor vision.mp4,Jayce,JC.S2.E9.C61,Jayce shows Viktor vision
JC.S2.E9.C62 Jayce finds out mage is Viktor.mp4,Jayce,JC.S2.E9.C62,Jayce finds out mage is Viktor
JC.S2.E9.C63 Jayce backstory different timelines.mp4,Jayce,JC.S2.E9.C63,Jayce backstory different timelines
JC.S2.E9.C64 Jayce reconciles with Viktor.mp4,Jayce,JC.S2.E9.C64,Jayce reconciles with Viktor
VT.S2.E9.C65 Viktor undos Glorious Evolution.mp4,Viktor,VT.S2.E9.C65,Viktor undos Glorious Evolution
JC.S2.E9.C66 Jayce and Viktor disappear.mp4,Jayce,JC.S2.E9.C66,Jayce and Viktor disappear
PO.S2.E9.C67 Piltover Glorious Evolution aftermath.mp4,Piltover,PO.S2.E9.C67,Piltover Glorious Evolution aftermath
VI.S2.E9.C68 Vi and Jinx injured after fight.mp4,Vi,VI.S2.E9.C68,Vi and Jinx injured after fight
VI.S2.E9.C69 Vi mourns Warwick.mp4,Vi,VI.S2.E9.C69,Vi mourns Warwick
JX.S2.E9.C70 Jinx saves Vi from Warwick.mp4,Jinx,JX.S2.E9.C70,Jinx saves Vi from Warwick
VI.S2.E9.C71 Vi watches Jinx die.mp4,Vi,VI.S2.E9.C71,Vi watches Jinx die
JX.S2.E9.C72 Jinx blows herself up.mp4,Jinx,JX.S2.E9.C72,Jinx blows herself up
VD.S2.E9.C73 Vander puts Vi Powder to sleep.mp4,Vander,VD.S2.E9.C73,Vander puts Vi Powder to sleep
PO.S2.E9.C74 Piltover war ends; Jayce hammer crumbles.mp4,Piltover,PO.S2.E9.C74,Piltover war ends; Jayce hammer crumbles
PO.S2.E9.C75 Piltover after war.mp4,Piltover,PO.S2.E9.C75,Piltover after war
PO.S2.E9.C76 Piltover mourns losses.mp4,Piltover,PO.S2.E9.C76,Piltover mourns losses
EK.S2.E9.C77 Ekko alone.mp4,Ekko,EK.S2.E9.C77,Ekko alone
SV.S2.E9.C78 Sevika joins Council.mp4,Sevika,SV.S2.E9.C78,Sevika joins Council
XX.S2.E9.C79 Singed and Orianna.mp4,Singed,XX.S2.E9.C79,Singed and Orianna
PO.S2.E9.C80 Raven investigates Hextech.mp4,Piltover,PO.S2.E9.C80,Raven investigates Hextech
ML.S2.E9.C81 Mel returns to Noxus.mp4,Mel,ML.S2.E9.C81,Mel returns to Noxus
CL.S2.E9.C82 Caitlyn investigates Hexgates.mp4,Caitlyn,CL.S2.E9.C82,Caitlyn investigates Hexgates
VI.S2.E9.C83 Vi and Caitlyn settle.mp4,Vi,VI.S2.E9.C83,Vi and Caitlyn settle
PO.S2.E9.C84 Airship leaves Piltover.mp4,Piltover,PO.S2.E9.C84,Airship leaves Piltover
AB.S2.E15.C01 Ambessa injured pregnant wolf.mp4,Ambessa,AB.S2.E15.C01,Ambessa injured pregnant wolf
AB.S2.E15.C02 Ambessa gets visions.mp4,Ambessa,AB.S2.E15.C02,Ambessa gets visions
AB.S2.E15.C03 Ambessa spawn.mp4,Ambessa,AB.S2.E15.C03,Ambessa spawn
AB.S2.E15.C04 Ambessa protects lamb.mp4,Ambessa,AB.S2.E15.C04,Ambessa protects lamb
AB.S2.E15.C05 Ambessa finds statues.mp4,Ambessa,AB.S2.E15.C05,Ambessa finds statues
AB.S2.E15.C06 Ambessa fights warrior.mp4,Ambessa,AB.S2.E15.C06,Ambessa fights warrior
AB.S2.E15.C07 Ambessa's lamb dies.mp4,Ambessa,AB.S2.E15.C07,Ambessa's lamb dies
AB.S2.E15.C08 Ambessa cries.mp4,Ambessa,AB.S2.E15.C08,Ambessa cries
AB.S2.E15.C09 Ambessa becomes a wolf.mp4,Ambessa,AB.S2.E15.C09,Ambessa becomes a wolf
AB.S2.E15.C10 Ambessa sits on throne.mp4,Ambessa,AB.S2.E15.C10,Ambessa sits on throne
AB.S2.E15.C11 Ambessa war god.mp4,Ambessa,AB.S2.E15.C11,Ambessa war god
AB.S2.E15.C12 Ambessa gets back up.mp4,Ambessa,AB.S2.E15.C12,Ambessa gets back up
NX.S3.E0.C01 the Noxian Grand General _ Champion Teaser - League of Legends 1080.mp4,Noxus,NX.S3.E0.C01,the Noxian Grand General _ Champion Teaser - League of Legends 1080
NX.S3.E0.C02 Leblanc draws with magic.mp4,Noxus,NX.S3.E0.C02,Leblanc draws with magic
NX.S3.E0.C03 Kat dances.mp4,Noxus,NX.S3.E0.C03,Kat dances
NX.S3.E0.C04 Kat vs Elise.mp4,Noxus,NX.S3.E0.C04,Kat vs Elise
NX.S3.E0.C05 Mel in Noxus.mp4,Noxus,NX.S3.E0.C05,Mel in Noxus
NX.S3.E0.C06 Darius vs Trundle.mp4,Noxus,NX.S3.E0.C06,Darius vs Trundle
NX.S3.E0.C07 Mel fights illusions.mp4,Noxus,NX.S3.E0.C07,Mel fights illusions
NX.S3.E0.C08 Leblanc and Vlad plot.mp4,Noxus,NX.S3.E0.C08,Leblanc and Vlad plot
